timestamp,timestamp_ms,pos_fl_sh,pos_fr_sh,pos_bl_sh,pos_br_sh,pos_fl_th,pos_fr_th,pos_bl_th,pos_br_th,pos_fl_ca,pos_fr_ca,pos_bl_ca,pos_br_ca,load_fl_sh,load_fr_sh,load_bl_sh,load_br_sh,load_fl_th,load_fr_th,load_bl_th,load_br_th,load_fl_ca,load_fr_ca,load_bl_ca,load_br_ca,curr_fl_sh,curr_fr_sh,curr_bl_sh,curr_br_sh,curr_fl_th,curr_fr_th,curr_bl_th,curr_br_th,curr_fl_ca,curr_fr_ca,curr_bl_ca,curr_br_ca,temp_fl_sh,temp_fr_sh,temp_bl_sh,temp_br_sh,temp_fl_th,temp_fr_th,temp_bl_th,temp_br_th,temp_fl_ca,temp_fr_ca,temp_bl_ca,temp_br_ca,bus_voltage_v,rpi_cpu_temp_c,rpi_cpu_percent,rpi_memory_percent,rpi_disk_percent,mode,cpg_phase,cmd_vx,cmd_vy,cmd_yaw
2026-01-02T04:57:19.226,150,0.18387212,0.2273008,0.2616677,0.28560275,0.2981517,0.2988143,0.2875641,0.26484963,0.23157646,0.18907104,0.13902798,0.0834423,25,25,25,25,25,25,25,25,25,25,25,25,200,200,200,200,200,200,200,200,200,200,200,200,32,32,32,32,32,32,32,32,32,32,32,32,11.8,51.8,50.0,37.4,47.0,WARMUP,0.1050,0.3000,0.0000,0.0000
2026-01-02T04:57:19.226,350,0.29985198,0.295747,0.27985156,0.25279927,0.2156687,0.16994008,0.117436506,0.0602511,0.0006636755,-0.058950208,-0.11621393,-0.16884458,25,25,25,25,25,25,25,25,25,25,25,25,200,200,200,200,200,200,200,200,200,200,200,200,32,32,32,32,32,32,32,32,32,32,32,32,11.8,51.8,50.0,37.4,47.0,WARMUP,0.2450,0.3000,0.0000,0.0000
2026-01-02T04:57:19.226,550,0.19839357,0.14973168,0.09510047,0.0366779,-0.0232069,-0.082166515,-0.13785042,-0.18803865,-0.23073037,-0.2642236,-0.28718308,-0.29869348,25,25,25,25,25,25,25,25,25,25,25,25,200,200,200,200,200,200,200,200,200,200,200,200,32,32,32,32,32,32,32,32,32,32,32,32,11.8,51.8,50.0,37.4,47.0,WARMUP,0.3850,0.3000,0.0000,0.0000
2026-01-02T04:57:19.226,750,-0.04693034,-0.10486188,-0.1586129,-0.20604053,-0.24525397,-0.2746899,-0.29317483,-0.2999718,-0.29480982,-0.27789474,-0.24990083,-0.2119442,25,25,25,25,25,25,25,25,25,25,25,25,200,200,200,200,200,200,200,200,200,200,200,200,32,32,32,32,32,32,32,32,32,32,32,32,11.8,51.8,50.0,37.4,47.0,WARMUP,0.5250,0.3000,0.0000,0.0000
2026-01-02T04:57:19.226,950,-0.2582226,-0.28341463,-0.29730782,-0.29934826,-0.2894546,-0.26802135,-0.23590292,-0.19437979,-0.14510733,-0.09004992,-0.031402495,0.028496848,25,25,25,25,25,25,25,25,25,25,25,25,200,200,200,200,200,200,200,200,200,200,200,200,32,32,32,32,32,32,32,32,32,32,32,32,11.8,51.8,50.0,37.4,47.0,WARMUP,0.6650,0.3000,0.0000,0.0000
2026-01-02T04:57:19.226,1150,-0.28226423,-0.2564487,-0.22040935,-0.17558299,-0.12375667,-0.066996574,-0.0075655384,0.052167118,0.10982003,0.16309476,0.20986743,0.24827334,25,25,25,25,25,25,25,25,25,25,25,25,200,200,200,200,200,200,200,200,200,200,200,200,32,32,32,32,32,32,32,32,32,32,32,32,11.8,51.8,50.0,37.4,47.0,POLICY,0.8050,0.3000,0.0000,0.0000
2026-01-02T04:57:19.226,1350,-0.10162138,-0.043518472,0.016319385,0.075506635,0.13168368,0.18261091,0.22625802,0.26088494,0.2851112,0.29797095,0.29895157,0.2880139,25,25,25,25,25,25,25,25,25,25,25,25,200,200,200,200,200,200,200,200,200,200,200,200,32,32,32,32,32,32,32,32,32,32,32,32,11.8,51.8,50.0,37.4,47.0,POLICY,0.9450,0.3000,0.0000,0.0000
2026-01-02T04:57:19.226,1550,0.15271243,0.20096926,0.24121408,0.27184248,0.29163334,0.2997977,0.2960101,0.28042153,0.25365338,0.2167729,0.17125036,0.11890062,25,25,25,25,25,25,25,25,25,25,25,25,200,200,200,200,200,200,200,200,200,200,200,200,32,32,32,32,32,32,32,32,32,32,32,32,11.8,51.8,50.0,37.4,47.0,POLICY,0.0850,0.3000,0.0000,0.0000
2026-01-02T04:57:19.226,1750,0.29630652,0.2997237,0.2911919,0.27105117,0.2401045,0.19958562,0.15110987,0.09660987,0.03825832,-0.021618458,-0.08063339,-0.1364337,25,25,25,25,25,25,25,25,25,25,25,25,200,200,200,200,200,200,200,200,200,200,200,200,32,32,32,32,32,32,32,32,32,32,32,32,11.8,51.8,50.0,37.4,47.0,POLICY,0.2250,0.3000,0.0000,0.0000
2026-01-02T04:57:19.226,1950,0.22503333,0.18113293,0.13001132,0.07370659,0.014463397,-0.0453564,-0.103367984,-0.15725861,-0.20487985,-0.24433316,-0.27404568,-0.29283285,25,25,25,25,25,25,25,25,25,25,25,25,200,200,200,200,200,200,200,200,200,200,200,200,32,32,32,32,32,32,32,32,32,32,32,32,11.8,51.8,50.0,37.4,47.0,POLICY,0.3650,0.3000,0.0000,0.0000
2026-01-02T04:57:19.226,2150,-0.009423228,-0.06880678,-0.12544723,-0.17708649,-0.22166586,-0.25740814,-0.28288835,-0.29709068,-0.29944897,-0.28986916,-0.2687332,-0.23688366,25,25,25,25,25,25,25,25,25,25,25,25,200,200,200,200,200,200,200,200,200,200,200,200,32,32,32,32,32,32,32,32,32,32,32,32,11.8,51.8,50.0,37.4,47.0,POLICY,0.5050,0.3000,0.0000,0.0000
2026-01-02T04:57:19.227,2350,-0.23704651,-0.26885113,-0.28993747,-0.29946494,-0.29705366,-0.28279984,-0.25727165,-0.22148685,-0.17687207,-0.12520596,-0.06854829,-0.009157813,25,25,25,25,25,25,25,25,25,25,25,25,200,200,200,200,200,200,200,200,200,200,200,200,32,32,32,32,32,32,32,32,32,32,32,32,11.8,51.8,50.0,37.4,47.0,POLICY,0.6450,0.3000,0.0000,0.0000
2026-01-02T04:57:19.227,2550,-0.29277503,-0.27393752,-0.24417897,-0.20468578,-0.15703242,-0.103118666,-0.045093894,0.014728625,0.07396396,0.13025059,0.18134454,0.22520885,25,25,25,25,25,25,25,25,25,25,25,25,200,200,200,200,200,200,200,200,200,200,200,200,32,32,32,32,32,32,32,32,32,32,32,32,11.8,51.8,50.0,37.4,47.0,POLICY,0.7850,0.3000,0.0000,0.0000
2026-01-02T04:57:19.227,2750,-0.13619715,-0.08037757,-0.021353599,0.03852168,0.09686122,0.15133922,0.19978379,0.2402636,0.2711649,0.29125568,0.299735,0.29626486,25,25,25,25,25,25,25,25,25,25,25,25,200,200,200,200,200,200,200,200,200,200,200,200,32,32,32,32,32,32,32,32,32,32,32,32,11.8,51.8,50.0,37.4,47.0,POLICY,0.9250,0.3000,0.0000,0.0000
2026-01-02T04:57:19.227,2950,0.11914437,0.17146833,0.21695639,0.2537951,0.28051576,0.29605317,0.29978785,0.29157096,0.27173004,0.2410561,0.20077203,0.1524838,25,25,25,25,25,25,25,25,25,25,25,25,200,200,200,200,200,200,200,200,200,200,200,200,32,32,32,32,32,32,32,32,32,32,32,32,11.8,51.8,50.0,37.4,47.0,POLICY,0.0650,0.3000,0.0000,0.0000
